name,kCal,carbs,sugar,cookTime,img
"Chocolate, almond and berry cake", 139, 14.8g, 3.2g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ChocAlmondBerryCake1000x600.jpg?VersionId=kpgqzUjHy5b9RRPdxfMKowAQf02ruoSR&itok=V_f92bh0
Chinese steamed trout, 325, 4.4g, 4.1g,18,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Chinese-Steamed-Trout.jpg?VersionId=4b_tI4e8WyHiJ7Bp68mSUwPGjujIkf3A&itok=zqxMp43p
Chilli con carne, 209, 18.2g, 8.7g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ChilliConCarne1000x600.jpg?VersionId=FUXtDol2Ym82.jOSU4e_CRw0RxvdOXl8&itok=SSvnmlCQ
Chilled pizza, 266, 38.0g, 8.0g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/chilledpizza465x280.jpg?VersionId=KMV9NioHcLD5gSSTL7KFz0VkdxGatnGU&itok=IKNxMF2S
Chilli bean soup with avocado salsa, 181, 19.3g, 6.3g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Chilli-Bean-Soup.jpg?VersionId=.qTm4ikgkYtncUQxQZCY9Nh_5wQ0RSTc&itok=zess62a1
Chickpea and tuna salad, 355, 22.7g, 7.6g,5,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ChickpeaTunaSalad.jpg?VersionId=Io2NGa.aLEps3B2Zg4E78TE809tJh6Ek&itok=FnBfY8Zr
Chicken tikka masala, 150, 9.7g, 8.7g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/tikkamasals465x280.jpg?VersionId=dtDHpN62FNzYWYUXgSrljXWnyDFvHGre&itok=WfhKlqlU
Chicken nuggets, 292, 25.9g, 0.8g,22,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/public/styles/recipie_listing/public/2021-04/CN_temp3%20%282%29.jpg?VersionId=XmpPiag7vybrjHKjlpap67RwlTd_QVaP&itok=ejpobDPh
"Chicken, mushroom and tarragon pie", 435, 49.2g, 19.0g,65,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ChickenTarragonPie.jpg?VersionId=AKc1gxgMb94NRAasQd.BwV36jRIodmYx&itok=cLGj8si5
Chicken in a pot, 319, 30.2g, 10.2g,80,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Chicken-In-A-Pot.jpg?VersionId=o.1.iNksQ7Gdvo3uxEnZvzcMgqrt_87V&itok=YzkNzATX
Chicken escalope with garlic and parsley sauce, 176, 4.8g, 3.9g,20,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ChickenEscalopeGarlicParsley1000x600.jpg?VersionId=KVEtpAIubuOS5yyG5mozDKYLAssF7qwE&itok=7qfhcEl6
Murgh salun (chicken curry), 328, 8.9g, 6.8g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Murgh-Salun-Chick-Curry.jpg?VersionId=AAN93GC1esH7Lc7NUaHiegzeUNIhUH4S&itok=wgz1eY-Y
Mulled apple juice, 41, 9.7g, 9.7g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/XmasMulledAppleJuice1000x600.jpg?VersionId=KitkugVqAfNMve2DirOuhyfNNXty.C9B&itok=Z1uHzVov
Mulligatawny soup, 134, 23.5g, 6.0g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Muligatawny.jpg?VersionId=5DgjWU.ASYiGo8Y60wQSKBLR7kkpLlOZ&itok=q8Y8_Uxc
Muesli energy bars, 101, 15.2g, 6.0g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/energybars465x280.jpg?VersionId=NKGLga7bLZjmAbk0th6Y4Ha0uhttOUsD&itok=G_UovNHL
Moroccan squash and aubergine tagine, 182, 27.8g, 18.7g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/squashtagie465x280.jpg?VersionId=.w8oY0LHyupJCiWwPpAcqvV8jGsMFWwb&itok=1FEm7CwE
Moussaka, 216, 10.3g, 8.9g,,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mousaka1000x600.jpg?VersionId=4MkLvSM.aPIsNmSlogKyWTHnEOxwasc6&itok=rrXfrfLu
Moroccan lamb and chickpea burgers, 306, 31.9g, 4.2g,27,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Moroccan-lamb-and-chickpea-burgers.jpg?VersionId=I4fqg6eZ5_3B9VGQTa0J9MY0RxSiFF2P&itok=Uka7xY37
Moroccan-style chicken, 217, 11.5g, 10.4g,100,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Morrocan-Style-Chicken.jpg?VersionId=quq0Xvv7f3ubdYth8WYjwNNZ.vhOpX28&itok=lRkXT8gT
Mixed vegetable and bean curry, 252, 40.4g, 7.7g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mixed-Bean-And-Vegetable-Curry.jpg?VersionId=Z9vQr.6Dvbemo1S6DizdfLb2QUODo.AT&itok=BCYzUDFZ
Mixed bean chilli, 407, 68.0g, 9.4g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mixed-Bean-Chilli.jpg?VersionId=_jS8wMRPlEhcr_RrsPOqT4loCu.0o.rv&itok=w0H36c32
Mixed fish chowder, 266, 25.6g, 8.7g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mixed-Fish-Chowder.jpg?VersionId=QChaxxQ4ZboHb7DYLCmI0EFY9L73fJrS&itok=5tTf_ML5
Minted aubergine with spinach and pine nuts , 187, 17.6g, 7.1g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/mintedauberginesalad465x280.jpg?VersionId=dIdhRkdqquae1vrQb0nBp2h_4zE9Euzq&itok=_U27m8Ne
Greek homestyle chicken, 312, 24.6g, 1.9g,65,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Greek-Homestyle-Chicken.jpg?VersionId=aPgDLitsIl03haQrnNCwpDbdJKeKWtxQ&itok=naiV1iGo
Hearty Spanish omelette, 387, 46.3g, 7.1g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Hearty-Spanish-Tortilla.jpg?VersionId=1OPzZbD1gh96FzsuPIMBpR.EAsqfMSkD&itok=ZrErqLFW
Jerk chicken, 272, 6.9g, 5.8g,400,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/jerkchick1000x600.jpg?VersionId=uIkJq9rm9O3YXJDRsqLiQFEUIQ.r1_jx&itok=y3DsXet2
Goat's cheese and roast vegetable ciabatta, 415, 48.2g, 12.1g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/VegPanBagNot.jpg?VersionId=1wbD73ODuEnvyNt_1C.vwgkA_2cvrsww&itok=lb_S8wPW
Lamb curry, 206, 16.5g, 14.0g,170,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/public/styles/recipie_listing/public/2021-01/lamb%20curry.jpg?VersionId=cQtapBnIUogXEgupfvU7oBaWXzppLMQz&itok=XiD67OkX
Gingerbread decorations, 45, 4.6g, 0.1g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/GingerbreadEdibleXmasDecorations1000x600.jpg?VersionId=T.vi6B_zFJw1Z6p2W8ocRzZvryA0fy_5&itok=i0w7xTFE
Gazpacho, 100, 12.3g, 11.0g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Gazpachio.jpg?VersionId=Qf3reGuHnDqdzWO4y3.mkLutGkRSuULF&itok=9tyFT-GI
Garlic bread, 52, 8.3g, 1.5g,,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/LowerFatGarlicBread1000x600.jpg?VersionId=ikAkbIRzRHSEDBU95uiIQISw2FbSp89o&itok=qdDj5PFf
Garlic and pea stuffed mussels with parmesan crust, 18, 1.5g, 0.4g,,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/special_diets_icon/Nut%20free.png
Garlic mushrooms, 35, 0.6g, 0.5g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Garlic-Mushrooms.jpg?VersionId=912Veqcbcz7Je.6LBlxbCrKNvpEXSG8P&itok=NZFq4zed
Galician stew with roasted butternut squash, 285, 41.1g, 22.3g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Galician%2520stew.jpg?VersionId=ciwnziMHh_oZnUCbupAwagBP5NHgwZvU&itok=GG8c7qF1
Hearty minestrone soup, 305, 40.7g, 9.4g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Hearty-Minestrone.jpg?VersionId=dgQWX_jwAcbX14BfweLc38xLQEvuCNWZ&itok=6OpR5ARV
Healthy hummus, 59, 7.0g, 0.9g,10,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Hummus.jpg?VersionId=Clo_ZLOkjBe6sPv7uqG5C4SgOLh2g5BW&itok=3Eiy2WVX
Harira, 308, 23.9g, 11.7g,110,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Harira.jpg?VersionId=jtqkJ83eRRgzThQPlnFHn1rs0eR3OxpK&itok=-KETkDA4
"Ham, leek and Parmesan frittata", 292, 4.1g, 3.3g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Ham%2C%2520leek%2C%2520Parmesan%2520frittata.jpg?VersionId=MYwEP6xkcYHnyYxKF3R_X_uhm8PWI68z&itok=5IzDZb1E
Halloween biscuits, 55, 6.8g, 1.3g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/HALLOWEEN%2520PARKIN2.jpg?VersionId=4MIxshsFM42OZHv2rCYHlAPsP6It_emh&itok=ncLDHQ3e
Guacamole, 82, 5.5g, 4.5g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/guacamole.jpg?VersionId=It4pLhmR_LR0hQ_YfLTIgRt5W8wzgQAS&itok=fueoldsU
Jelly treats, 6, 0.7g, 0.6g,140,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/HALLOWEEN%2520GUMMY%2520SWEETS.jpg?VersionId=wS7I2pJMWxd_53Er655VqvFBC.o4Y94c&itok=wsbuMvU8
Jambalaya, 475, 58.0g, 19.3g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Jambalaya.jpg?VersionId=1PHXgkybtqqXsByUzMGnA13hcN9bI9CD&itok=lhfdZmZV
Italian-style braised lamb steaks, 312, 20.0g, 13.7g,75,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/ItalianBraisedLambSteaks1000x600.jpg?VersionId=hd7l9lZEavWr3o7MCjeNw2DzL2yOcExv&itok=A6WGXcrc
Irish stew and colcannon, 577, 75.1g, 20.8g,115,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Irish-Stew.jpg?VersionId=9Dl_qS0VvdSzFx5.t6LBMhl3m70LEK6R&itok=U_Ym-0Jz
Hot souffle apples with creme fraiche, 193, 25.6g, 25.4g,55,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Soufle-Apples.jpg?VersionId=bVNSzNn95bH.pR4D_4o3tco.I9OlhGvI&itok=GiKtr9ON
Iced tea, 0, 0.1g, 0.0g,55,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/icedtea1.jpg?VersionId=n5A8HcuriL_QigXXfPi5xR64ITrtGQo5&itok=_esBNDWV
Gammon and pineapple stir fry, 179, 13.8g, 11.1g,21,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Gammon-Pineapple-Stir-Fry.jpg?VersionId=A7VD4KtoWV.CJNp3aBwfgRIK.NkrZ4L.&itok=giwtRe8w
Full of fruit sundaes, 137, 25.1g, 24.3g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Fruit-Sundae.jpg?VersionId=VI4zRqigwKOVbImltBHqbYmEkcIyCeCs&itok=tRyDd-QL
Gado gado, 370, 24.4g, 15.5g,,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/special_diets_icon/Vegetarian.png
Green summer soup , 169, 8.7g, 5.0g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/greensummersoup.jpg?VersionId=4vCZL7M6xdRlqR_OUL4b8KuyJkd5OPsb&itok=9NdU2Fne
Grilled lemon and chilli chicken with couscous, 346, 24.1g, 4.8g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Grilled-lemon-with-couscous.jpg?VersionId=Uj456JZNIy_B5dkENghFquGvc6aZMqAo&itok=KhLu3cwL
Green masala fish curry, 259, 11.7g, 8.2g,27,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/masalacurry465x280.jpg?VersionId=uMCT6XMlfDQBagfNIoYAmAmEcgB8jAx4&itok=qHUxiLjo
Greek-style chicken pittas, 396, 37.3g, 6.1g,20,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/GREEK%2520STYLE%2520CHICKEN%2520PITTAS%25201.jpg?VersionId=i3rI7GIIsAi5er_LRzKm8nSl8a349T1T&itok=cqNPz6Lb
"Goat’s cheese, beetroot and walnut salad", 219, 9.7g, 8.9g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Goat%25e2%2580%2599s%2520cheese%2C%2520beetroot.jpg?VersionId=dLhbSrYyRUW.plxFa_WAGVkBzWq1.X5K&itok=LcmH7Gwm
Homemade vegetable crisps, 48, 8.4g, 4.2g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/HomemadeVegetableCrisps1000x600.jpg?VersionId=9VG37jQYHgQtyiMAGcDxsrI2OF5d33HS&itok=fpSKRZAI
Herby mackerel, 280, 9.8g, 5.3g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Herby-Mackeral.jpg?VersionId=NL93lRX0bGAtt07twF2trKUx6m1.iZcO&itok=OQudxasT
Herby stuffed aubergines, 248, 29.3g, 10.1g,70,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Seasonal-Stuffed-Aubergine.jpg?VersionId=i7Hjwf4ag.Nl2zaxUG8qD.8AAOO.Z44U&itok=5DsZgS0O
Herby lentil salad with a tomato sumac vinaigrette, 117, 12.7g, 5.3g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/lentilsalad465x280.jpg?VersionId=AihvwdmvAmjMts0kvnUF_.R18i.LaOsZ&itok=JyFPfZPp
Herbed lentil and Parmesan pie, 386, 47.0g, 11.4g,95,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/HERB-LENTIL-AND-PARMESAN-PIE.jpg?VersionId=ki9CapYUPXZvZQZcwwBrGefB_Szgxk7q&itok=Rs8Gfpb3
Spaetzle, 270, 48.3g, 0.5g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Spaetzle.jpg?VersionId=4Gki0QHTF1zpaZLlsx1e3GqrsQM9Cc2n&itok=t7VylRho
Southern style chicken, 193, 6.6g, 0.4g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/SouthernStyleChickenHealthyKFC1000x600.jpg?VersionId=G9wY0l0LwuACUB8DEAENp3m7Dd.gM7c0&itok=iR6ej0rw
Sole goujons with vegetable chips, 505, 65.5g, 10.4g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Sole-Goujons-With-Vegetable-Chips.jpg?VersionId=D03x28bg5BXDAFNFUhM3cpx9GUZkISOY&itok=A-M7gLXA
Soda bread, 240, 41.9g, 2.4g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Soda-Bread-2.jpg?VersionId=JFUuU1I2F2NFZWTo_mInY4Cs7SkE02N6&itok=p2LcHlQ7
Soda bread pizzetta, 99, 16.9g, 2.7g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/SodaBreadPizzetta1000x600.jpg?VersionId=sqyyjnhkAqhKDRu_eF3yViad7MbyAmLk&itok=_QPQ9R_F
Smoky tofu kebabs, 176, 3.2g, 2.3g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Smoky-Tofu-Kebabs.jpg?VersionId=LxKd.dQSzXFsE8mgxFQY8UqLcpEGraAi&itok=Hafy24Iu
Smoky roast vegetables with sesame yogurt, 271, 34.6g, 16.8g,60,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Smoky-Roast-Veg.jpg?VersionId=Lo2z9cNoZN7Uw1vDjmi4U.tFKC6JhSPy&itok=E7B29b0W
Smoky chicken kebabs, 205, 1.9g, 1.6g,65,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Smoky-Chicken-Kebabs.jpg?VersionId=XZEK.NLTnkNp0cxzfz7s_jJEkx9KowWr&itok=TEpfiHkZ
Smoked salmon and chive mini tartlets, 59, 3.8g, 0.2g,55,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mini-Salmon-And-Chive-Tartlets.jpg?VersionId=vAZzgBHv87XWuGp43EhnP0o_DRxLYw.O&itok=vJ6OJURC
Cheddar and leek pancakes, 201, 19.7g, 3.1g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/SmokedHamLeekPancakes.jpg?VersionId=qtr6aHTecVUzaM_qHyOLdVGE68kc3mHP&itok=6-nHPwB6
Slow-roasted garlic and herb tomatoes, 107, 8.5g, 7.3g,65,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/RoastedGarlicHerbToms.jpg?VersionId=XDa0sVDII3QgUjwmFAgToE2ATXRsM0Mk&itok=nf_2HRZA
Skewered fruit with dipping sauces, 102, 19.7g, 18.9g,16,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Fruit-Skewers.jpg?VersionId=Te.SHOWPxPTCXrA6DgSIzvXIQMArSEQ6&itok=tw7JQxBa
Pad Thai, 408, 63.1g, 7.4g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Pad-Thai.jpg?VersionId=BPcPqAqgsfRWXYME.Fmr9mI7p4VSvf4a&itok=jO1B1ktj
Orange fruit spread, 16, 2.3g, 2.1g,140,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/orangespread465x280.jpg?VersionId=nDHzq37X0oWdtKvgezaHFLoloXufyLA8&itok=pzSRWbdB
Oriental beef stir-fry, 214, 10.0g, 6.3g,23,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Oriental-Beef-Stir-Fry.jpg?VersionId=vdkqb1f7mBojyY98H7gedUoZJ4s4HyhG&itok=wXNGd0kG
One crust fruit pie, 256, 30.6g, 14.1g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/One-Crust-Fruit-Pie.jpg?VersionId=.ymURp47OlN7PS_n6VXvnXXUk2QJvglk&itok=n4E9jfFb
Nut roast, 341, 17.5g, 7.7g,70,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/NutRoast.jpg?VersionId=Lug6XyfJxWMTuB.fiqMNTwBVNmJMScqu&itok=d3gLZRT-
Ogre's eyeballs, 77, 4.9g, 1.3g,25,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/public/styles/recipie_listing/public/2021-10/ogres465x280.jpeg?VersionId=MgAu9b8nVs.mPqR7WEu8JzoL64r8fmFT&itok=X_HElRP7
Nasi goreng with pickled vegetables, 356, 44.4g, 8.8g,45,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/nasigoreng465x280.jpg?VersionId=8fVu1EN7TgdyvsJDT_5vunlIiDelgMn8&itok=RzZWe46T
Mushroom risotto, 282, 49.4g, 5.8g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MushroomRisotto1000x600.jpg?VersionId=_CQ918lsg4N2w6g3rdWVhPecPGH51TxQ&itok=mvt29gv0
Mussels and spring vegetable soup, 227, 24.0g, 8.7g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Mussels-Spring-Veg-Soup.jpg?VersionId=KFKheFi.O7fAx.QknBmBCym_PqWxcd03&itok=Cge0xwjd
Mushroom ragu, 179, 11.5g, 8.7g,30,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/mushroomragu465x280.jpg?VersionId=BRoopswu99vBOGqCZzpVa4JRENMoBhbO&itok=CkAQzozo
Mushroom and spring onion omelette, 251, 2.7g, 2.5g,15,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MushroomOmlette1000x600.jpg?VersionId=tjZbvFl5uaC9LqJLDbkjHbLM1LD7W_Q8&itok=us0AiCTh
Mushroom pâté, 67, 3.3g, 1.7g,20,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MushroomPate.jpg?VersionId=ZjXvnY1ZlMjN6IlW8y8wOoD6jEiZqoN5&itok=v1rfna7P
Mini Christmas puddings, 89, 14.3g, 12.0g,40,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MiniChristmasPuddings.jpg?VersionId=XibC_MWg2U7umHvLELKFyo9a27dN26hm&itok=CPdVVcbC
Mini filo pumpkin pies, 106, 16.6g, 1.5g,35,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/public/styles/recipie_listing/public/2021-10/pumpkinpies465x280.jpeg?VersionId=ycjnbypH7LYjw7XVT9ksza1l97dwxpFS&itok=CMZgxHms
Mini spiced orange pancakes, 37, 6.2g, 3.5g,,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/orangepancakes465x280_0.jpg?VersionId=FbMXJM39aMS_o17027Pde2gUM.YGvCDo&itok=kncPYcnJ
Mini blueberry pancakes, 102, 16.3g, 3.1g,20,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MiniBlueberryPancakes.jpg?VersionId=gH5hxYkryWddEjgqb0a87q_yGaSV.2qX&itok=gSCWeCNc
Mini summer puddings, 190, 35.3g, 8.9g,150,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/Summer-Pudding.jpg?VersionId=N3bQQKwnwyK_TrCd96HFoLeITA7TncC.&itok=Dku_Q1_s
Minced beef and vegetable filo pie, 316, 39.6g, 8.9g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MincedBeefAndVegetableFiloPie1000x600.jpg?VersionId=gPJ0tTm6z1XHXocnuaaf6LV.y.eOsthC&itok=1SdyGp8L
Mince pies, 168, 17.4g, 8.0g,50,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MincePies.jpg?VersionId=2QiYuWOGLzXVmLcUIFu9VeWtWa9RjCrJ&itok=iuD5wHaz
Microwave mug: Sweetcorn and Cheddar crustless quiche, 203, 10.2g, 3.5g,6,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/public/styles/recipie_listing/public/2022-08/MugSweetcornCheddarQuiche1000x600%20%281%29.jpeg?VersionId=9XFQireg52Zi9gM6WCkT9U8ro9znBtYS&itok=_PA2btqm
Microwave mug: Sesame salmon and broccoli, 197, 1.9g, 1.4g,8,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MugSesameSalmonAndBrocolli1000x600.jpg?VersionId=Ml_YrEamUrjlgwxRp706tKtBLboxiRNw&itok=XNo6ecQp
"Microwave mug: Chocolate, banana and almond cups", 83, 9.3g, 7.0g,6,https://diabetes-resources-production.s3.eu-west-1.amazonaws.com/resources-s3/styles/recipie_listing/s3/migration/recipes/MugChocolateBananaCake1000x600.jpg?VersionId=LVQ9mEWmONWI4vI_VeemVm0n4.6M4Oqp&itok=wgP-Pq1I
